manager,from_quarter,to_quarter,nameOfIssuer,cusip,change,value_before_k,value_after_k
Solstice Lane Investments,2025Q2,2025Q3,Solace Dynamics Group,45G3ZSWHA,TRIM,8413,7549
Solstice Lane Investments,2025Q2,2025Q3,Granite Cloud Corp,25U4255ZM,ADD,9953,15221
Solstice Lane Investments,2025Q2,2025Q3,Aster Therapeutics PLC,2A21IFMGZ,TRIM,5400,2496
Solstice Lane Investments,2025Q2,2025Q3,Vantage Semiconductor Ltd,WHXYVZEHZ,TRIM,428161,189656
Solstice Lane Investments,2025Q2,2025Q3,Basalt Industries Corp,FFTDLVPGN,TRIM,4531,3926
Solstice Lane Investments,2025Q2,2025Q3,Bright Motors Group,OHU89X4E4,ADD,3259,3553
Solstice Lane Investments,2025Q2,2025Q3,Drift Industries Inc,TT3IRQQXD,ADD,24425,25601
Solstice Lane Investments,2025Q2,2025Q3,Basalt Foods Inc,UEI8D5UO2,ADD,53888,59117
Solstice Lane Investments,2025Q2,2025Q3,Cobalt Micro PLC,DX9J3AVYW,TRIM,1324,1150
Solstice Lane Investments,2025Q2,2025Q3,Fable Motors Group,LADVUD5Y5,NEW,0,21669
Solstice Lane Investments,2025Q2,2025Q3,Cobalt Bioworks Ltd,RT2NIB7LN,NEW,0,26395
Solstice Lane Investments,2025Q2,2025Q3,Terra Semiconductor Group,VUWSPLVYC,TRIM,36255,21672
Solstice Lane Investments,2025Q2,2025Q3,Bright Health Inc,EURX1AY2D,ADD,107847,122847
Solstice Lane Investments,2025Q2,2025Q3,Zephyr Analytics Group,YVB45CV9A,ADD,29460,31414
Solstice Lane Investments,2025Q2,2025Q3,Bright Software Ltd,4V530ZCP2,TRIM,6337,5401
Solstice Lane Investments,2025Q2,2025Q3,Cirrus Analytics PLC,FJ91LAXX5,ADD,6935,7978
Solstice Lane Investments,2025Q3,2025Q4,Drift Micro PLC,VNYGDTN30,ADD,40121,44365
Solstice Lane Investments,2025Q3,2025Q4,Cedar Energy Corp,7UJ27ZYBN,ADD,24794,26062
Solstice Lane Investments,2025Q3,2025Q4,Drift Therapeutics Ltd,MTI160IJI,ADD,3319,3673
Solstice Lane Investments,2025Q3,2025Q4,Northwind Robotics Group,NHVTP6UTQ,ADD,1030,1200
Solstice Lane Investments,2025Q3,2025Q4,Lumen Motors Corp,SX386897R,EXIT,2012,0
Solstice Lane Investments,2025Q3,2025Q4,Granite Dynamics Group,IWD2R7KJS,ADD,11482,27352
Solstice Lane Investments,2025Q3,2025Q4,Northwind Materials PLC,ODJCXIA48,ADD,58518,66350
Solstice Lane Investments,2025Q3,2025Q4,Vantage Energy Group,GVLF22FRZ,ADD,3170,3289
Solstice Lane Investments,2025Q3,2025Q4,Drift Materials Corp,1PCGFA32U,ADD,10084,11613
Solstice Lane Investments,2025Q3,2025Q4,Copper Robotics Inc,ZPO3B7PU8,ADD,6072,16057
Solstice Lane Investments,2025Q3,2025Q4,Drift Foods Corp,8YLXDWE0W,TRIM,23923,21200
Solstice Lane Investments,2025Q3,2025Q4,Vantage Systems Corp,Q8HXZ554L,TRIM,13200,7845
Solstice Lane Investments,2025Q3,2025Q4,Marlin Therapeutics Inc,WFU82W3U5,TRIM,14229,5830
Solstice Lane Investments,2025Q3,2025Q4,Cedar Health Ltd,2HQUP8BN3,TRIM,48972,15563
Solstice Lane Investments,2025Q3,2025Q4,Zephyr Bioworks Inc,NTCB897L3,TRIM,6583,6132
Solstice Lane Investments,2025Q3,2025Q4,Marlin Analytics PLC,QC18NAON6,EXIT,39077,0
Solstice Lane Investments,2025Q3,2025Q4,Granite Energy Ltd,HV083GB2L,TRIM,42386,41845
Solstice Lane Investments,2025Q3,2025Q4,Solace Dynamics Group,45G3ZSWHA,ADD,7549,8214
Solstice Lane Investments,2025Q3,2025Q4,Onyx Semiconductor Inc,0RG4W145B,NEW,0,20495
Solstice Lane Investments,2025Q3,2025Q4,Granite Cloud Corp,25U4255ZM,ADD,15221,17907
Solstice Lane Investments,2025Q3,2025Q4,Aster Therapeutics PLC,2A21IFMGZ,ADD,2496,2606
Solstice Lane Investments,2025Q3,2025Q4,Vantage Semiconductor Ltd,WHXYVZEHZ,ADD,189656,193230
Solstice Lane Investments,2025Q3,2025Q4,Basalt Industries Corp,FFTDLVPGN,TRIM,3926,3389
Solstice Lane Investments,2025Q3,2025Q4,Bright Motors Group,OHU89X4E4,ADD,3553,3869
Solstice Lane Investments,2025Q3,2025Q4,Drift Industries Inc,TT3IRQQXD,TRIM,25601,12637
Solstice Lane Investments,2025Q3,2025Q4,Basalt Foods Inc,UEI8D5UO2,TRIM,59117,58855
Solstice Lane Investments,2025Q3,2025Q4,Cobalt Micro PLC,DX9J3AVYW,EXIT,1150,0
Solstice Lane Investments,2025Q3,2025Q4,Solace Capital Co,LHLXZ4MMG,NEW,0,37235
Solstice Lane Investments,2025Q3,2025Q4,Cedar Industries Co,0C9QYEL4U,NEW,0,3965
Solstice Lane Investments,2025Q3,2025Q4,Fable Motors Group,LADVUD5Y5,ADD,21669,23309
Solstice Lane Investments,2025Q3,2025Q4,Cobalt Bioworks Ltd,RT2NIB7LN,ADD,26395,28444
Solstice Lane Investments,2025Q3,2025Q4,Terra Semiconductor Group,VUWSPLVYC,ADD,21672,25146
Solstice Lane Investments,2025Q3,2025Q4,Bright Health Inc,EURX1AY2D,TRIM,122847,68802
Solstice Lane Investments,2025Q3,2025Q4,Zephyr Analytics Group,YVB45CV9A,ADD,31414,64873
Solstice Lane Investments,2025Q3,2025Q4,Bright Software Ltd,4V530ZCP2,TRIM,5401,5227
Solstice Lane Investments,2025Q3,2025Q4,Cirrus Analytics PLC,FJ91LAXX5,EXIT,7978,0
Ironwood Meridian Advisors,2025Q1,2025Q2,Cobalt Networks Co,BFSULBK0Y,ADD,2908,2996
Ironwood Meridian Advisors,2025Q1,2025Q2,Pinnacle Cloud Group,G2LFMHVKC,TRIM,30916,15270
Ironwood Meridian Advisors,2025Q1,2025Q2,Copper Systems Ltd,J9H15WQ7V,ADD,44788,89264
Ironwood Meridian Advisors,2025Q1,2025Q2,Vertex Therapeutics Inc,ED356RBI1,ADD,12951,13481
Ironwood Meridian Advisors,2025Q1,2025Q2,Copper Micro Ltd,D3KXZ2QAQ,ADD,4600,4651
Ironwood Meridian Advisors,2025Q1,2025Q2,Terra Software Co,6JCMQNL6J,TRIM,12273,11257
Ironwood Meridian Advisors,2025Q1,2025Q2,Onyx Logistics Ltd,JQQ23DA2M,ADD,45247,95652
Ironwood Meridian Advisors,2025Q1,2025Q2,Copper Dynamics PLC,I1VUP6EZP,ADD,19865,42319
Ironwood Meridian Advisors,2025Q1,2025Q2,Marlin Dynamics PLC,HABRMQ4KD,TRIM,14373,13107
Ironwood Meridian Advisors,2025Q1,2025Q2,Marlin Energy Group,RSHTP3NCI,NEW,0,20067
Ironwood Meridian Advisors,2025Q1,2025Q2,Lumen Health Group,T6NCJHUSC,ADD,8672,13795
Ironwood Meridian Advisors,2025Q1,2025Q2,Vertex Energy Corp,VW5LH0M4E,ADD,338,390
Ironwood Meridian Advisors,2025Q1,2025Q2,Northwind Materials Corp,VOZZAJQ87,ADD,68677,78023
Ironwood Meridian Advisors,2025Q1,2025Q2,Vertex Health Inc,PV1V3UIX6,TRIM,21799,11626
Ironwood Meridian Advisors,2025Q1,2025Q2,Solace Capital Co,LHLXZ4MMG,ADD,5477,5654
Ironwood Meridian Advisors,2025Q1,2025Q2,Vertex Motors Ltd,GCAE6NEZ6,EXIT,4305,0
Ironwood Meridian Advisors,2025Q1,2025Q2,Sable Holdings Co,GC62EOLY9,NEW,0,9586
Ironwood Meridian Advisors,2025Q1,2025Q2,Cobalt Logistics Inc,MJ2YOZI6S,ADD,9101,81119
Ironwood Meridian Advisors,2025Q1,2025Q2,Onyx Therapeutics Group,5QDNT0U9N,TRIM,21819,5333
Ironwood Meridian Advisors,2025Q1,2025Q2,Cirrus Analytics Group,3BEQ5EG3X,ADD,97221,107625
Ironwood Meridian Advisors,2025Q1,2025Q2,Nova Semiconductor Inc,FWJC2H0QN,TRIM,11575,11037
Ironwood Meridian Advisors,2025Q1,2025Q2,Bright Software Ltd,4V530ZCP2,ADD,4647,4945
Ironwood Meridian Advisors,2025Q1,2025Q2,Cirrus Networks Co,JRXX7YK3A,EXIT,8324,0
Ironwood Meridian Advisors,2025Q1,2025Q2,Granite Bioworks Co,S5UQ2F0K1,TRIM,19245,17258
Ironwood Meridian Advisors,2025Q1,2025Q2,Northwind Robotics Group,NHVTP6UTQ,TRIM,1166,462
Ironwood Meridian Advisors,2025Q1,2025Q2,Quill Energy Inc,YTHF7R2UF,ADD,3982,4044
Ironwood Meridian Advisors,2025Q1,2025Q2,Terra Holdings Group,YP72EM277,ADD,5205,5807
Ironwood Meridian Advisors,2025Q1,2025Q2,Cobalt Cloud Corp,V7AS6D9QW,ADD,10906,16423
Ironwood Meridian Advisors,2025Q1,2025Q2,Basalt Micro Corp,8XX2CWA9W,EXIT,43044,0
Ironwood Meridian Advisors,2025Q1,2025Q2,Aster Robotics Group,96DLJKZV1,TRIM,189210,176223
Ironwood Meridian Advisors,2025Q1,2025Q2,Lumen Micro Group,W0AYGR47F,TRIM,20538,18393
Ironwood Meridian Advisors,2025Q1,2025Q2,Copper Networks Group,N8F4UV8KV,NEW,0,5758
Ironwood Meridian Advisors,2025Q1,2025Q2,Zephyr Bioworks Inc,NTCB897L3,ADD,8495,9169
Ironwood Meridian Advisors,2025Q1,2025Q2,Marlin Analytics PLC,QC18NAON6,ADD,18462,21269
Ironwood Meridian Advisors,2025Q1,2025Q2,Granite Energy Ltd,HV083GB2L,ADD,8022,9428
Ironwood Meridian Advisors,2025Q1,2025Q2,Copper Therapeutics Ltd,6Z74TMAAC,TRIM,71608,61536
Ironwood Meridian Advisors,2025Q1,2025Q2,Vantage Semiconductor Ltd,WHXYVZEHZ,NEW,0,10668
Ironwood Meridian Advisors,2025Q1,2025Q2,Granite Semiconductor Corp,MNP6HHQ61,ADD,1482,1556
Ironwood Meridian Advisors,2025Q1,2025Q2,Granite Software Ltd,SCMLT5J3I,TRIM,5899,5264
Ironwood Meridian Advisors,2025Q1,2025Q2,Basalt Micro Co,7HUB74X8V,TRIM,319241,284229
Ironwood Meridian Advisors,2025Q1,2025Q2,Cobalt Industries Ltd,0YTHV3CGE,NEW,0,18202
Ironwood Meridian Advisors,2025Q1,2025Q2,Cobalt Systems PLC,8PAB9DRB5,TRIM,26757,25354
Ironwood Meridian Advisors,2025Q1,2025Q2,Copper Health Inc,T8U689KKB,ADD,20197,22807
Ironwood Meridian Advisors,2025Q1,2025Q2,Lumen Semiconductor Ltd,J5LWL04EJ,TRIM,2680,2654
Ironwood Meridian Advisors,2025Q1,2025Q2,Bright Robotics Corp,CO7S5W386,ADD,12035,24819
Ironwood Meridian Advisors,2025Q1,2025Q2,Marlin Dynamics Ltd,DFMGFY63T,ADD,38177,82900
Ironwood Meridian Advisors,2025Q2,2025Q3,Cobalt Networks Co,BFSULBK0Y,ADD,2996,3265
Ironwood Meridian Advisors,2025Q2,2025Q3,Pinnacle Cloud Group,G2LFMHVKC,ADD,15270,17146
Ironwood Meridian Advisors,2025Q2,2025Q3,Copper Systems Ltd,J9H15WQ7V,ADD,89264,96755
Ironwood Meridian Advisors,2025Q2,2025Q3,Vertex Therapeutics Inc,ED356RBI1,ADD,13481,14204
Ironwood Meridian Advisors,2025Q2,2025Q3,Copper Micro Ltd,D3KXZ2QAQ,EXIT,4651,0
Ironwood Meridian Advisors,2025Q2,2025Q3,Copper Therapeutics Co,121O34A54,NEW,0,2598
Ironwood Meridian Advisors,2025Q2,2025Q3,Terra Software Co,6JCMQNL6J,ADD,11257,12960
Ironwood Meridian Advisors,2025Q2,2025Q3,Onyx Logistics Ltd,JQQ23DA2M,ADD,95652,108913
Ironwood Meridian Advisors,2025Q2,2025Q3,Copper Dynamics PLC,I1VUP6EZP,ADD,42319,42933
Ironwood Meridian Advisors,2025Q2,2025Q3,Marlin Dynamics PLC,HABRMQ4KD,ADD,13107,15390
Ironwood Meridian Advisors,2025Q2,2025Q3,Marlin Energy Group,RSHTP3NCI,ADD,20067,20317
Ironwood Meridian Advisors,2025Q2,2025Q3,Lumen Health Group,T6NCJHUSC,ADD,13795,38614
Ironwood Meridian Advisors,2025Q2,2025Q3,Vertex Energy Corp,VW5LH0M4E,ADD,390,439
Ironwood Meridian Advisors,2025Q2,2025Q3,Northwind Materials Corp,VOZZAJQ87,ADD,78023,79273
Ironwood Meridian Advisors,2025Q2,2025Q3,Vertex Health Inc,PV1V3UIX6,ADD,11626,23684
Ironwood Meridian Advisors,2025Q2,2025Q3,Solace Capital Co,LHLXZ4MMG,ADD,5654,5728
Ironwood Meridian Advisors,2025Q2,2025Q3,Sable Holdings Co,GC62EOLY9,ADD,9586,20590
Ironwood Meridian Advisors,2025Q2,2025Q3,Cobalt Logistics Inc,MJ2YOZI6S,TRIM,81119,40157
Ironwood Meridian Advisors,2025Q2,2025Q3,Onyx Holdings PLC,NQQULCQYB,NEW,0,16728
Ironwood Meridian Advisors,2025Q2,2025Q3,Zephyr Analytics Group,YVB45CV9A,NEW,0,74597
Ironwood Meridian Advisors,2025Q2,2025Q3,Onyx Therapeutics Group,5QDNT0U9N,TRIM,5333,4846
Ironwood Meridian Advisors,2025Q2,2025Q3,Cirrus Analytics Group,3BEQ5EG3X,ADD,107625,111136
Ironwood Meridian Advisors,2025Q2,2025Q3,Nova Semiconductor Inc,FWJC2H0QN,TRIM,11037,10854
Ironwood Meridian Advisors,2025Q2,2025Q3,Bright Software Ltd,4V530ZCP2,EXIT,4945,0
Ironwood Meridian Advisors,2025Q2,2025Q3,Onyx Foods Inc,747L78M65,NEW,0,29365
Ironwood Meridian Advisors,2025Q2,2025Q3,Terra Holdings Group,YP72EM277,TRIM,5807,5164
Ironwood Meridian Advisors,2025Q2,2025Q3,Granite Bioworks Co,S5UQ2F0K1,TRIM,17258,16036
Ironwood Meridian Advisors,2025Q2,2025Q3,Northwind Robotics Group,NHVTP6UTQ,ADD,462,511
Ironwood Meridian Advisors,2025Q2,2025Q3,Quill Energy Inc,YTHF7R2UF,ADD,4044,4156
Ironwood Meridian Advisors,2025Q2,2025Q3,Cobalt Cloud Corp,V7AS6D9QW,ADD,16423,19021
Ironwood Meridian Advisors,2025Q2,2025Q3,Vantage Holdings Co,LJMZC1CNS,NEW,0,11377
Ironwood Meridian Advisors,2025Q2,2025Q3,Aster Robotics Group,96DLJKZV1,ADD,176223,412576
Ironwood Meridian Advisors,2025Q2,2025Q3,Lumen Micro Group,W0AYGR47F,TRIM,18393,18283
Ironwood Meridian Advisors,2025Q2,2025Q3,Vantage Systems Corp,Q8HXZ554L,NEW,0,101736
Ironwood Meridian Advisors,2025Q2,2025Q3,Copper Networks Group,N8F4UV8KV,ADD,5758,6254
Ironwood Meridian Advisors,2025Q2,2025Q3,Zephyr Bioworks Inc,NTCB897L3,ADD,9169,10270
Ironwood Meridian Advisors,2025Q2,2025Q3,Marlin Analytics PLC,QC18NAON6,ADD,21269,44915
Ironwood Meridian Advisors,2025Q2,2025Q3,Granite Energy Ltd,HV083GB2L,TRIM,9428,8454
Ironwood Meridian Advisors,2025Q2,2025Q3,Copper Therapeutics Ltd,6Z74TMAAC,ADD,61536,71027
Ironwood Meridian Advisors,2025Q2,2025Q3,Vantage Semiconductor Ltd,WHXYVZEHZ,TRIM,10668,9865
Ironwood Meridian Advisors,2025Q2,2025Q3,Granite Semiconductor Corp,MNP6HHQ61,ADD,1556,2594
Ironwood Meridian Advisors,2025Q2,2025Q3,Granite Software Ltd,SCMLT5J3I,TRIM,5264,4843
Ironwood Meridian Advisors,2025Q2,2025Q3,Basalt Micro Co,7HUB74X8V,EXIT,284229,0
Ironwood Meridian Advisors,2025Q2,2025Q3,Cobalt Industries Ltd,0YTHV3CGE,EXIT,18202,0
Ironwood Meridian Advisors,2025Q2,2025Q3,Cobalt Systems PLC,8PAB9DRB5,ADD,25354,68047
Ironwood Meridian Advisors,2025Q2,2025Q3,Copper Health Inc,T8U689KKB,ADD,22807,25855
Ironwood Meridian Advisors,2025Q2,2025Q3,Lumen Semiconductor Ltd,J5LWL04EJ,TRIM,2654,647
Ironwood Meridian Advisors,2025Q2,2025Q3,Bright Robotics Corp,CO7S5W386,TRIM,24819,23198
Ironwood Meridian Advisors,2025Q2,2025Q3,Marlin Dynamics Ltd,DFMGFY63T,ADD,82900,135941
Ironwood Meridian Advisors,2025Q3,2025Q4,Cobalt Networks Co,BFSULBK0Y,EXIT,3265,0
Ironwood Meridian Advisors,2025Q3,2025Q4,Pinnacle Cloud Group,G2LFMHVKC,TRIM,17146,15781
Ironwood Meridian Advisors,2025Q3,2025Q4,Copper Systems Ltd,J9H15WQ7V,TRIM,96755,94692
Ironwood Meridian Advisors,2025Q3,2025Q4,Vertex Therapeutics Inc,ED356RBI1,TRIM,14204,12377
Ironwood Meridian Advisors,2025Q3,2025Q4,Copper Therapeutics Co,121O34A54,TRIM,2598,1322
Ironwood Meridian Advisors,2025Q3,2025Q4,Terra Software Co,6JCMQNL6J,ADD,12960,15092
Ironwood Meridian Advisors,2025Q3,2025Q4,Onyx Logistics Ltd,JQQ23DA2M,ADD,108913,113077
Ironwood Meridian Advisors,2025Q3,2025Q4,Copper Dynamics PLC,I1VUP6EZP,EXIT,42933,0
Ironwood Meridian Advisors,2025Q3,2025Q4,Marlin Dynamics PLC,HABRMQ4KD,TRIM,15390,13600
Ironwood Meridian Advisors,2025Q3,2025Q4,Copper Motors Group,XGHB0OUAK,NEW,0,10206
Ironwood Meridian Advisors,2025Q3,2025Q4,Marlin Energy Group,RSHTP3NCI,TRIM,20317,8240
Ironwood Meridian Advisors,2025Q3,2025Q4,Basalt Semiconductor Inc,DVPZJ79WC,NEW,0,127039
Ironwood Meridian Advisors,2025Q3,2025Q4,Lumen Health Group,T6NCJHUSC,TRIM,38614,32936
Ironwood Meridian Advisors,2025Q3,2025Q4,Vertex Energy Corp,VW5LH0M4E,TRIM,439,397
Ironwood Meridian Advisors,2025Q3,2025Q4,Northwind Materials Corp,VOZZAJQ87,TRIM,79273,71554
Ironwood Meridian Advisors,2025Q3,2025Q4,Vertex Health Inc,PV1V3UIX6,TRIM,23684,22737
Ironwood Meridian Advisors,2025Q3,2025Q4,Solace Capital Co,LHLXZ4MMG,EXIT,5728,0
Ironwood Meridian Advisors,2025Q3,2025Q4,Aster Networks Corp,8MVDNZ1T4,NEW,0,5027
Ironwood Meridian Advisors,2025Q3,2025Q4,Sable Holdings Co,GC62EOLY9,EXIT,20590,0
Ironwood Meridian Advisors,2025Q3,2025Q4,Cobalt Logistics Inc,MJ2YOZI6S,TRIM,40157,36203
Ironwood Meridian Advisors,2025Q3,2025Q4,Onyx Holdings PLC,NQQULCQYB,ADD,16728,16929
Ironwood Meridian Advisors,2025Q3,2025Q4,Zephyr Analytics Group,YVB45CV9A,ADD,74597,84483
Ironwood Meridian Advisors,2025Q3,2025Q4,Onyx Therapeutics Group,5QDNT0U9N,TRIM,4846,4353
Ironwood Meridian Advisors,2025Q3,2025Q4,Cirrus Analytics Group,3BEQ5EG3X,TRIM,111136,97461
Ironwood Meridian Advisors,2025Q3,2025Q4,Nova Semiconductor Inc,FWJC2H0QN,TRIM,10854,10645
Ironwood Meridian Advisors,2025Q3,2025Q4,Onyx Foods Inc,747L78M65,ADD,29365,31787
Ironwood Meridian Advisors,2025Q3,2025Q4,Terra Holdings Group,YP72EM277,EXIT,5164,0
Ironwood Meridian Advisors,2025Q3,2025Q4,Granite Bioworks Co,S5UQ2F0K1,ADD,16036,18033
Ironwood Meridian Advisors,2025Q3,2025Q4,Northwind Robotics Group,NHVTP6UTQ,TRIM,511,501
Ironwood Meridian Advisors,2025Q3,2025Q4,Quill Energy Inc,YTHF7R2UF,TRIM,4156,3798
Ironwood Meridian Advisors,2025Q3,2025Q4,Cobalt Cloud Corp,V7AS6D9QW,TRIM,19021,11123
Ironwood Meridian Advisors,2025Q3,2025Q4,Vantage Holdings Co,LJMZC1CNS,TRIM,11377,2298
Ironwood Meridian Advisors,2025Q3,2025Q4,Aster Robotics Group,96DLJKZV1,TRIM,412576,146487
Ironwood Meridian Advisors,2025Q3,2025Q4,Lumen Micro Group,W0AYGR47F,TRIM,18283,10879
Ironwood Meridian Advisors,2025Q3,2025Q4,Vantage Systems Corp,Q8HXZ554L,TRIM,101736,92105
Ironwood Meridian Advisors,2025Q3,2025Q4,Copper Networks Group,N8F4UV8KV,TRIM,6254,2945
Ironwood Meridian Advisors,2025Q3,2025Q4,Zephyr Bioworks Inc,NTCB897L3,TRIM,10270,9736
Ironwood Meridian Advisors,2025Q3,2025Q4,Marlin Analytics PLC,QC18NAON6,ADD,44915,47370
Ironwood Meridian Advisors,2025Q3,2025Q4,Granite Energy Ltd,HV083GB2L,ADD,8454,9371
Ironwood Meridian Advisors,2025Q3,2025Q4,Copper Therapeutics Ltd,6Z74TMAAC,ADD,71027,79216
Ironwood Meridian Advisors,2025Q3,2025Q4,Vantage Semiconductor Ltd,WHXYVZEHZ,ADD,9865,10159
Ironwood Meridian Advisors,2025Q3,2025Q4,Granite Semiconductor Corp,MNP6HHQ61,ADD,2594,6431
Ironwood Meridian Advisors,2025Q3,2025Q4,Granite Software Ltd,SCMLT5J3I,TRIM,4843,4375
Ironwood Meridian Advisors,2025Q3,2025Q4,Aster Software Group,0NV4BDY51,NEW,0,23221
Ironwood Meridian Advisors,2025Q3,2025Q4,Cobalt Systems PLC,8PAB9DRB5,TRIM,68047,63843
Ironwood Meridian Advisors,2025Q3,2025Q4,Copper Health Inc,T8U689KKB,ADD,25855,27856
Ironwood Meridian Advisors,2025Q3,2025Q4,Lumen Semiconductor Ltd,J5LWL04EJ,ADD,647,659
Ironwood Meridian Advisors,2025Q3,2025Q4,Bright Robotics Corp,CO7S5W386,TRIM,23198,20812
Ironwood Meridian Advisors,2025Q3,2025Q4,Marlin Dynamics Ltd,DFMGFY63T,TRIM,135941,121854
Blue Delta Capital Group,2025Q1,2025Q2,Cedar Capital Corp,OU9V9SJ3O,TRIM,28024,26219
Blue Delta Capital Group,2025Q1,2025Q2,Cirrus Semiconductor Co,7XM4NDOGQ,TRIM,8204,7551
Blue Delta Capital Group,2025Q1,2025Q2,Onyx Semiconductor PLC,IFCSYZN91,EXIT,1342,0
Blue Delta Capital Group,2025Q1,2025Q2,Sable Dynamics Ltd,GFT844TLG,ADD,27763,62699
Blue Delta Capital Group,2025Q1,2025Q2,Lumen Dynamics Co,4WZWR44RU,TRIM,1790,1704
Blue Delta Capital Group,2025Q1,2025Q2,Terra Capital Ltd,ULYOP3Z3M,TRIM,26938,24748
Blue Delta Capital Group,2025Q1,2025Q2,Vantage Energy Group,GVLF22FRZ,EXIT,87131,0
Blue Delta Capital Group,2025Q1,2025Q2,Drift Materials Corp,1PCGFA32U,TRIM,48792,16449
Blue Delta Capital Group,2025Q1,2025Q2,Copper Robotics Inc,ZPO3B7PU8,TRIM,7565,7468
Blue Delta Capital Group,2025Q1,2025Q2,Sable Systems Ltd,QPH9E29MS,NEW,0,2070
Blue Delta Capital Group,2025Q1,2025Q2,Nova Robotics Group,RCF6TPTY0,ADD,28124,31825
Blue Delta Capital Group,2025Q1,2025Q2,Copper Dynamics PLC,I1VUP6EZP,EXIT,26599,0
Blue Delta Capital Group,2025Q1,2025Q2,Nova Bioworks Ltd,H7P8NE7N5,TRIM,13307,12285
Blue Delta Capital Group,2025Q1,2025Q2,Lumen Dynamics PLC,4C4OA26XD,TRIM,21795,6669
Blue Delta Capital Group,2025Q1,2025Q2,Basalt Semiconductor Ltd,48Y3ZCMDG,EXIT,6412,0
Blue Delta Capital Group,2025Q1,2025Q2,Copper Motors Group,XGHB0OUAK,ADD,19227,19607
Blue Delta Capital Group,2025Q1,2025Q2,Zephyr Industries Co,NTL2E1KTK,ADD,5467,6171
Blue Delta Capital Group,2025Q1,2025Q2,Quill Analytics Co,NU7IDBR4S,ADD,26476,73019
Blue Delta Capital Group,2025Q1,2025Q2,Marlin Systems Corp,PPRJ40A8E,NEW,0,61732
Blue Delta Capital Group,2025Q1,2025Q2,Lumen Health Group,T6NCJHUSC,EXIT,20707,0
Blue Delta Capital Group,2025Q1,2025Q2,Pinnacle Analytics Corp,CB79HC2Y8,EXIT,4122,0
Blue Delta Capital Group,2025Q1,2025Q2,Solace Networks PLC,E3610AXVL,TRIM,5410,5330
Blue Delta Capital Group,2025Q1,2025Q2,Basalt Foods Inc,UEI8D5UO2,TRIM,26844,24437
Blue Delta Capital Group,2025Q1,2025Q2,Cobalt Micro PLC,DX9J3AVYW,ADD,6000,6722
Blue Delta Capital Group,2025Q1,2025Q2,Vertex Health Inc,PV1V3UIX6,TRIM,6160,6039
Blue Delta Capital Group,2025Q1,2025Q2,Sable Holdings Co,GC62EOLY9,TRIM,13157,11328
Blue Delta Capital Group,2025Q1,2025Q2,Cedar Industries Co,0C9QYEL4U,TRIM,1971,1746
Blue Delta Capital Group,2025Q1,2025Q2,Marlin Motors Corp,DHXKXFMXK,EXIT,63772,0
Blue Delta Capital Group,2025Q1,2025Q2,Marlin Holdings Ltd,7M7E2CQWH,TRIM,16893,15042
Blue Delta Capital Group,2025Q1,2025Q2,Vantage Logistics Corp,5F25RLYYL,ADD,5241,5363
Blue Delta Capital Group,2025Q1,2025Q2,Onyx Micro PLC,7Q7AEEULM,TRIM,4933,4513
Blue Delta Capital Group,2025Q1,2025Q2,Zephyr Systems Ltd,XBD3A04GE,TRIM,25065,24781
Blue Delta Capital Group,2025Q1,2025Q2,Cedar Networks Co,X1D6FIB00,ADD,5858,6129
Blue Delta Capital Group,2025Q1,2025Q2,Onyx Therapeutics Group,5QDNT0U9N,TRIM,28255,12726
Blue Delta Capital Group,2025Q1,2025Q2,Cobalt Materials Ltd,4ZO6QTVZ5,ADD,6351,7356
Blue Delta Capital Group,2025Q1,2025Q2,Onyx Foods Inc,747L78M65,TRIM,1910,1884
Blue Delta Capital Group,2025Q1,2025Q2,Drift Therapeutics Ltd,MTI160IJI,ADD,2661,5599
Blue Delta Capital Group,2025Q1,2025Q2,Quill Energy Inc,YTHF7R2UF,ADD,23609,27846
Blue Delta Capital Group,2025Q1,2025Q2,Nova Systems Co,UI726K5DU,ADD,40016,40682
Blue Delta Capital Group,2025Q1,2025Q2,Northwind Materials PLC,ODJCXIA48,ADD,41376,45120
Blue Delta Capital Group,2025Q1,2025Q2,Northwind Networks Co,M96BE9ONW,ADD,3081,6687
Blue Delta Capital Group,2025Q1,2025Q2,Sable Foods Co,L8SGBI2BF,ADD,4862,4886
Blue Delta Capital Group,2025Q1,2025Q2,Sable Materials Inc,6JJK2N4A4,TRIM,13502,5184
Blue Delta Capital Group,2025Q1,2025Q2,Fable Therapeutics Ltd,PROFH94P2,EXIT,2435,0
Blue Delta Capital Group,2025Q1,2025Q2,Drift Foods Corp,8YLXDWE0W,ADD,6397,7207
Blue Delta Capital Group,2025Q1,2025Q2,Quill Software Inc,7IBWMKW1Z,NEW,0,71655
Blue Delta Capital Group,2025Q1,2025Q2,Terra Software Group,QYL7YY9U9,TRIM,8220,1840
Blue Delta Capital Group,2025Q1,2025Q2,Zephyr Bioworks Inc,NTCB897L3,NEW,0,36876
Blue Delta Capital Group,2025Q1,2025Q2,Marlin Analytics PLC,QC18NAON6,TRIM,26974,10900
Blue Delta Capital Group,2025Q1,2025Q2,Onyx Semiconductor Inc,0RG4W145B,TRIM,3595,3406
Blue Delta Capital Group,2025Q1,2025Q2,Onyx Therapeutics Inc,44NI2FMYI,NEW,0,3933
Blue Delta Capital Group,2025Q1,2025Q2,Basalt Industries Corp,FFTDLVPGN,TRIM,3908,3601
