manager,quarter,nameOfIssuer,titleOfClass,cusip,value_usd_thousands,sshPrnamt,sshPrnamtType,investmentDiscretion,votingAuthoritySole
Vantage Ridge Capital,2025Q2,Basalt Foods Ltd,COM,ZACBZHNO7,3701,50129,SH,SOLE,50129
Vantage Ridge Capital,2025Q2,Copper Systems PLC,ADR,WLU7MFX0U,5686,17786,SH,SOLE,17786
Vantage Ridge Capital,2025Q2,Quill Analytics Co,COM,NU7IDBR4S,414791,966676,SH,SOLE,966676
Vantage Ridge Capital,2025Q2,Aster Systems Co,COM,J5JS81O13,17539,49513,SH,SOLE,49513
Vantage Ridge Capital,2025Q2,Nova Robotics Group,ADR,RCF6TPTY0,47726,155937,SH,SOLE,155937
Vantage Ridge Capital,2025Q2,Drift Materials PLC,COM,QYL68CQ8H,539,45756,SH,SOLE,45756
Vantage Ridge Capital,2025Q2,Cedar Capital Corp,ADR,OU9V9SJ3O,10646,38200,SH,SOLE,38200
Vantage Ridge Capital,2025Q2,Vertex Logistics Corp,ADR,QA201U170,6033,29227,SH,SOLE,29227
Vantage Ridge Capital,2025Q2,Vantage Logistics Corp,COM,5F25RLYYL,5250,27307,SH,SOLE,27307
Vantage Ridge Capital,2025Q2,Drift Therapeutics Ltd,COM,MTI160IJI,7013,69210,SH,SOLE,69210
Vantage Ridge Capital,2025Q2,Northwind Robotics Group,COM,NHVTP6UTQ,62859,262142,SH,SOLE,262142
Vantage Ridge Capital,2025Q2,Sable Holdings Ltd,ADR,L79C4U93M,3659,22527,SH,SOLE,22527
Vantage Ridge Capital,2025Q2,Onyx Therapeutics Group,COM,5QDNT0U9N,10436,72432,SH,SOLE,72432
Vantage Ridge Capital,2025Q2,Basalt Foods Inc,CL A,UEI8D5UO2,20962,45269,SH,SOLE,45269
Vantage Ridge Capital,2025Q2,Lumen Semiconductor Co,COM,RZ65PXYYM,11792,78855,SH,SOLE,78855
Vantage Ridge Capital,2025Q2,Fable Motors Group,COM,LADVUD5Y5,5395,100372,SH,SOLE,100372
Vantage Ridge Capital,2025Q2,Granite Foods Group,COM,NVXVH6IOC,24830,343668,SH,SOLE,343668
Vantage Ridge Capital,2025Q2,Zephyr Bioworks Inc,COM,NTCB897L3,927,14518,SH,SOLE,14518
Vantage Ridge Capital,2025Q2,Cedar Software Co,COM,NFGECB3JY,2314,30095,SH,SOLE,30095
Vantage Ridge Capital,2025Q3,Lumen Semiconductor Ltd,CL A,J5LWL04EJ,13250,56409,SH,SOLE,56409
Vantage Ridge Capital,2025Q3,Pinnacle Dynamics Group,ADR,BDCS6Z5MT,39384,110719,SH,SOLE,110719
Vantage Ridge Capital,2025Q3,Marlin Analytics PLC,ADR,QC18NAON6,23199,61690,SH,SOLE,61690
Vantage Ridge Capital,2025Q3,Cedar Networks Co,COM,X1D6FIB00,1939,6134,SH,SOLE,6134
Vantage Ridge Capital,2025Q3,Lumen Health Group,COM,T6NCJHUSC,31560,2048021,SH,SOLE,2048021
Vantage Ridge Capital,2025Q3,Nova Materials PLC,ADR,0G2G62BSM,5799,28593,SH,SOLE,28593
Vantage Ridge Capital,2025Q3,Quill Motors PLC,CL A,ZNSGZS5M7,174531,1443240,SH,SOLE,1443240
Vantage Ridge Capital,2025Q3,Aster Cloud PLC,COM,XS5A7LRKF,1955,10092,SH,SOLE,10092
Vantage Ridge Capital,2025Q3,Halcyon Semiconductor Inc,COM,01CI5RDHW,6643,289203,SH,SOLE,289203
Vantage Ridge Capital,2025Q3,Sable Dynamics Ltd,ADR,GFT844TLG,13425,50313,SH,SOLE,50313
Vantage Ridge Capital,2025Q3,Pinnacle Semiconductor Group,COM,MKJOTE8L8,322139,1847127,SH,SOLE,1847127
Vantage Ridge Capital,2025Q3,Lumen Analytics Inc,COM,R33QYR5UR,5518,12587,SH,SOLE,12587
Vantage Ridge Capital,2025Q3,Drift Dynamics PLC,COM,5GYFQWLY6,136694,401923,SH,SOLE,401923
Vantage Ridge Capital,2025Q3,Aster Robotics Group,COM,96DLJKZV1,27458,150661,SH,SOLE,150661
Vantage Ridge Capital,2025Q3,Bright Robotics Corp,COM,CO7S5W386,653,1501,SH,SOLE,1501
Vantage Ridge Capital,2025Q3,Marlin Bioworks PLC,COM,7POF74ZA6,6039,20657,SH,SOLE,20657
Vantage Ridge Capital,2025Q3,Onyx Micro PLC,CL A,7Q7AEEULM,15686,72456,SH,SOLE,72456
Vantage Ridge Capital,2025Q3,Marlin Dynamics PLC,COM,HABRMQ4KD,1728,45319,SH,SOLE,45319
Vantage Ridge Capital,2025Q3,Cedar Motors Ltd,COM,VHK227L11,26660,101165,SH,SOLE,101165
Vantage Ridge Capital,2025Q3,Cedar Cloud Co,CL A,0V2RAUWKO,3989,67291,SH,SOLE,67291
Vantage Ridge Capital,2025Q3,Cirrus Foods Group,COM,2FH2AIV7C,41167,132981,SH,SOLE,132981
Vantage Ridge Capital,2025Q3,Sable Robotics Group,CL A,X1J8WVQD1,29515,76377,SH,SOLE,76377
Vantage Ridge Capital,2025Q3,Onyx Semiconductor Inc,ADR,0RG4W145B,2194,32208,SH,SOLE,32208
Vantage Ridge Capital,2025Q3,Onyx Holdings Inc,ADR,C1V9GMYC5,129775,434582,SH,SOLE,434582
Vantage Ridge Capital,2025Q3,Copper Systems Ltd,CL A,J9H15WQ7V,24878,56962,SH,SOLE,56962
Vantage Ridge Capital,2025Q3,Cedar Networks Group,CL A,ZJDZIHF6J,3016,13818,SH,SOLE,13818
Vantage Ridge Capital,2025Q3,Nova Analytics Ltd,COM,CS8KWJ20I,15466,36983,SH,SOLE,36983
Vantage Ridge Capital,2025Q3,Aster Therapeutics PLC,CL A,2A21IFMGZ,8943,453269,SH,SOLE,453269
Vantage Ridge Capital,2025Q3,Drift Materials Corp,ADR,1PCGFA32U,20881,44225,SH,SOLE,44225
Vantage Ridge Capital,2025Q3,Northwind Networks Co,COM,M96BE9ONW,9624,97636,SH,SOLE,97636
Vantage Ridge Capital,2025Q3,Quill Capital Inc,ADR,Q0XPTSR3I,43076,167246,SH,SOLE,167246
Vantage Ridge Capital,2025Q3,Vantage Semiconductor Ltd,COM,WHXYVZEHZ,29113,193390,SH,SOLE,193390
Vantage Ridge Capital,2025Q3,Basalt Foods Ltd,COM,ZACBZHNO7,3796,51415,SH,SOLE,51415
Vantage Ridge Capital,2025Q3,Copper Systems PLC,ADR,WLU7MFX0U,5308,16604,SH,SOLE,16604
Vantage Ridge Capital,2025Q3,Quill Analytics Co,COM,NU7IDBR4S,475417,1107966,SH,SOLE,1107966
Vantage Ridge Capital,2025Q3,Aster Systems Co,COM,J5JS81O13,18950,53496,SH,SOLE,53496
Vantage Ridge Capital,2025Q3,Nova Robotics Group,ADR,RCF6TPTY0,53863,175988,SH,SOLE,175988
Vantage Ridge Capital,2025Q3,Drift Materials PLC,COM,QYL68CQ8H,506,42954,SH,SOLE,42954
Vantage Ridge Capital,2025Q3,Cedar Capital Corp,ADR,OU9V9SJ3O,18688,67057,SH,SOLE,67057
Vantage Ridge Capital,2025Q3,Vantage Logistics Corp,COM,5F25RLYYL,5940,30896,SH,SOLE,30896
Vantage Ridge Capital,2025Q3,Drift Therapeutics Ltd,COM,MTI160IJI,8241,81328,SH,SOLE,81328
Vantage Ridge Capital,2025Q3,Northwind Robotics Group,COM,NHVTP6UTQ,22103,92176,SH,SOLE,92176
Vantage Ridge Capital,2025Q3,Sable Holdings Ltd,ADR,L79C4U93M,3763,23167,SH,SOLE,23167
Vantage Ridge Capital,2025Q3,Onyx Therapeutics Group,COM,5QDNT0U9N,11541,80101,SH,SOLE,80101
Vantage Ridge Capital,2025Q3,Basalt Foods Inc,CL A,UEI8D5UO2,18039,38957,SH,SOLE,38957
Vantage Ridge Capital,2025Q3,Lumen Semiconductor Co,COM,RZ65PXYYM,10625,71051,SH,SOLE,71051
Vantage Ridge Capital,2025Q3,Fable Motors Group,COM,LADVUD5Y5,6276,116763,SH,SOLE,116763
Vantage Ridge Capital,2025Q3,Granite Foods Group,COM,NVXVH6IOC,26699,369536,SH,SOLE,369536
Vantage Ridge Capital,2025Q3,Zephyr Bioworks Inc,COM,NTCB897L3,861,13485,SH,SOLE,13485
Vantage Ridge Capital,2025Q3,Cedar Software Co,COM,NFGECB3JY,2174,28274,SH,SOLE,28274
Vantage Ridge Capital,2025Q3,Northwind Bioworks Inc,COM,RW5B1A054,10316,27376,SH,SOLE,27376
Vantage Ridge Capital,2025Q3,Granite Dynamics Group,COM,IWD2R7KJS,24942,58325,SH,SOLE,58325
Vantage Ridge Capital,2025Q3,Cedar Networks Corp,COM,I626PD2RU,5557,29546,SH,SOLE,29546
Vantage Ridge Capital,2025Q3,Bright Dynamics Corp,COM,MOY5EPYRT,6753,31169,SH,SOLE,31169
Vantage Ridge Capital,2025Q3,Vantage Energy Co,COM,QTQIZBMEB,2726,7107,SH,SOLE,7107
Vantage Ridge Capital,2025Q3,Copper Capital Group,COM,5V02NESDJ,16486,155148,SH,SOLE,155148
Vantage Ridge Capital,2025Q3,Onyx Therapeutics Inc,CL A,44NI2FMYI,14451,108842,SH,SOLE,108842
Vantage Ridge Capital,2025Q3,Drift Semiconductor Co,COM,ZZR3AN2IL,6420,33717,SH,SOLE,33717
Vantage Ridge Capital,2025Q4,Lumen Semiconductor Ltd,CL A,J5LWL04EJ,4451,18949,SH,SOLE,18949
Vantage Ridge Capital,2025Q4,Pinnacle Dynamics Group,ADR,BDCS6Z5MT,106672,299885,SH,SOLE,299885
Vantage Ridge Capital,2025Q4,Marlin Analytics PLC,ADR,QC18NAON6,6926,18417,SH,SOLE,18417
Vantage Ridge Capital,2025Q4,Cedar Networks Co,COM,X1D6FIB00,456,1442,SH,SOLE,1442
Vantage Ridge Capital,2025Q4,Lumen Health Group,COM,T6NCJHUSC,32067,2080921,SH,SOLE,2080921
Vantage Ridge Capital,2025Q4,Nova Materials PLC,ADR,0G2G62BSM,11274,55589,SH,SOLE,55589
Vantage Ridge Capital,2025Q4,Quill Motors PLC,CL A,ZNSGZS5M7,189669,1568420,SH,SOLE,1568420
Vantage Ridge Capital,2025Q4,Aster Cloud PLC,COM,XS5A7LRKF,814,4202,SH,SOLE,4202
Vantage Ridge Capital,2025Q4,Halcyon Semiconductor Inc,COM,01CI5RDHW,6717,292425,SH,SOLE,292425
Vantage Ridge Capital,2025Q4,Sable Dynamics Ltd,ADR,GFT844TLG,13106,49117,SH,SOLE,49117
Vantage Ridge Capital,2025Q4,Pinnacle Semiconductor Group,COM,MKJOTE8L8,329850,1891342,SH,SOLE,1891342
Vantage Ridge Capital,2025Q4,Drift Dynamics PLC,COM,5GYFQWLY6,126979,373358,SH,SOLE,373358
Vantage Ridge Capital,2025Q4,Bright Robotics Corp,COM,CO7S5W386,342,786,SH,SOLE,786
Vantage Ridge Capital,2025Q4,Marlin Bioworks PLC,COM,7POF74ZA6,5283,18071,SH,SOLE,18071
Vantage Ridge Capital,2025Q4,Onyx Micro PLC,CL A,7Q7AEEULM,16670,77001,SH,SOLE,77001
Vantage Ridge Capital,2025Q4,Marlin Dynamics PLC,COM,HABRMQ4KD,1589,41673,SH,SOLE,41673
Vantage Ridge Capital,2025Q4,Cedar Motors Ltd,COM,VHK227L11,26806,101719,SH,SOLE,101719
Vantage Ridge Capital,2025Q4,Cedar Cloud Co,CL A,0V2RAUWKO,4455,75152,SH,SOLE,75152
Vantage Ridge Capital,2025Q4,Cirrus Foods Group,COM,2FH2AIV7C,43010,138935,SH,SOLE,138935
Vantage Ridge Capital,2025Q4,Sable Robotics Group,CL A,X1J8WVQD1,34120,88293,SH,SOLE,88293
Vantage Ridge Capital,2025Q4,Onyx Semiconductor Inc,ADR,0RG4W145B,4849,71183,SH,SOLE,71183
Vantage Ridge Capital,2025Q4,Copper Systems Ltd,CL A,J9H15WQ7V,27194,62264,SH,SOLE,62264
Vantage Ridge Capital,2025Q4,Cedar Networks Group,CL A,ZJDZIHF6J,3294,15091,SH,SOLE,15091
Vantage Ridge Capital,2025Q4,Nova Analytics Ltd,COM,CS8KWJ20I,13189,31538,SH,SOLE,31538
Vantage Ridge Capital,2025Q4,Aster Therapeutics PLC,CL A,2A21IFMGZ,7816,396148,SH,SOLE,396148
Vantage Ridge Capital,2025Q4,Drift Materials Corp,ADR,1PCGFA32U,22169,46953,SH,SOLE,46953
Vantage Ridge Capital,2025Q4,Northwind Networks Co,COM,M96BE9ONW,8648,87735,SH,SOLE,87735
Vantage Ridge Capital,2025Q4,Quill Capital Inc,ADR,Q0XPTSR3I,46748,181503,SH,SOLE,181503
Vantage Ridge Capital,2025Q4,Vantage Semiconductor Ltd,COM,WHXYVZEHZ,8718,57912,SH,SOLE,57912
Vantage Ridge Capital,2025Q4,Copper Systems PLC,ADR,WLU7MFX0U,4783,14961,SH,SOLE,14961
Vantage Ridge Capital,2025Q4,Quill Analytics Co,COM,NU7IDBR4S,495231,1154142,SH,SOLE,1154142
Vantage Ridge Capital,2025Q4,Aster Systems Co,COM,J5JS81O13,20610,58183,SH,SOLE,58183
Vantage Ridge Capital,2025Q4,Nova Robotics Group,ADR,RCF6TPTY0,47055,153744,SH,SOLE,153744
Vantage Ridge Capital,2025Q4,Drift Materials PLC,COM,QYL68CQ8H,500,42445,SH,SOLE,42445
Vantage Ridge Capital,2025Q4,Cedar Capital Corp,ADR,OU9V9SJ3O,30983,111174,SH,SOLE,111174
Vantage Ridge Capital,2025Q4,Drift Therapeutics Ltd,COM,MTI160IJI,23588,232784,SH,SOLE,232784
Vantage Ridge Capital,2025Q4,Northwind Robotics Group,COM,NHVTP6UTQ,65505,273177,SH,SOLE,273177
Vantage Ridge Capital,2025Q4,Sable Holdings Ltd,ADR,L79C4U93M,7521,46303,SH,SOLE,46303
Vantage Ridge Capital,2025Q4,Basalt Foods Inc,CL A,UEI8D5UO2,18810,40622,SH,SOLE,40622
Vantage Ridge Capital,2025Q4,Lumen Semiconductor Co,COM,RZ65PXYYM,4117,27531,SH,SOLE,27531
Vantage Ridge Capital,2025Q4,Fable Motors Group,COM,LADVUD5Y5,5755,107070,SH,SOLE,107070
Vantage Ridge Capital,2025Q4,Granite Foods Group,COM,NVXVH6IOC,49166,680498,SH,SOLE,680498
Vantage Ridge Capital,2025Q4,Zephyr Bioworks Inc,COM,NTCB897L3,754,11809,SH,SOLE,11809
Vantage Ridge Capital,2025Q4,Cedar Software Co,COM,NFGECB3JY,5195,67564,SH,SOLE,67564
Vantage Ridge Capital,2025Q4,Northwind Bioworks Inc,COM,RW5B1A054,9880,26219,SH,SOLE,26219
Vantage Ridge Capital,2025Q4,Granite Dynamics Group,COM,IWD2R7KJS,28030,65546,SH,SOLE,65546
Vantage Ridge Capital,2025Q4,Cedar Networks Corp,COM,I626PD2RU,13618,72405,SH,SOLE,72405
Vantage Ridge Capital,2025Q4,Bright Dynamics Corp,COM,MOY5EPYRT,6488,29946,SH,SOLE,29946
Vantage Ridge Capital,2025Q4,Vantage Energy Co,COM,QTQIZBMEB,4191,10926,SH,SOLE,10926
Vantage Ridge Capital,2025Q4,Onyx Therapeutics Inc,CL A,44NI2FMYI,15271,115018,SH,SOLE,115018
Vantage Ridge Capital,2025Q4,Northwind Materials Corp,COM,VOZZAJQ87,47507,136951,SH,SOLE,136951
Vantage Ridge Capital,2025Q4,Marlin Systems Corp,COM,PPRJ40A8E,11837,163269,SH,SOLE,163269
Vantage Ridge Capital,2025Q4,Terra Logistics Inc,COM,7M9RVE5TT,11647,25191,SH,SOLE,25191
Vantage Ridge Capital,2025Q4,Copper Networks Group,CL A,N8F4UV8KV,2649,8454,SH,SOLE,8454
Vantage Ridge Capital,2025Q4,Pinnacle Cloud Group,COM,G2LFMHVKC,59953,389609,SH,SOLE,389609
Vantage Ridge Capital,2025Q4,Cirrus Networks Co,COM,JRXX7YK3A,16148,43816,SH,SOLE,43816
Vantage Ridge Capital,2025Q4,Aster Capital Ltd,ADR,GM9OWQIUI,14753,74900,SH,SOLE,74900
Vantage Ridge Capital,2025Q4,Onyx Systems Co,ADR,40L5VMU6J,40841,130964,SH,SOLE,130964
Solstice Lane Investments,2025Q1,Granite Cloud Corp,ADR,25U4255ZM,8676,23598,SH,SOLE,23598
Solstice Lane Investments,2025Q1,Terra Semiconductor Group,ADR,VUWSPLVYC,15763,98691,SH,SOLE,98691
Solstice Lane Investments,2025Q1,Vantage Energy Group,COM,GVLF22FRZ,8165,25800,SH,SOLE,25800
Solstice Lane Investments,2025Q1,Marlin Analytics PLC,ADR,QC18NAON6,31738,84396,SH,SOLE,84396
Solstice Lane Investments,2025Q1,Aster Therapeutics PLC,CL A,2A21IFMGZ,6200,314242,SH,SOLE,314242
Solstice Lane Investments,2025Q1,Northwind Micro Co,CL A,7C039UNZG,13750,85303,SH,SOLE,85303
Solstice Lane Investments,2025Q1,Basalt Industries Corp,COM,FFTDLVPGN,5000,13844,SH,SOLE,13844
Solstice Lane Investments,2025Q1,Zephyr Analytics Group,COM,YVB45CV9A,33476,338415,SH,SOLE,338415
Solstice Lane Investments,2025Q1,Drift Foods Corp,ADR,8YLXDWE0W,27243,114164,SH,SOLE,114164
Solstice Lane Investments,2025Q1,Bright Health Inc,COM,EURX1AY2D,96083,249767,SH,SOLE,249767
Solstice Lane Investments,2025Q1,Vantage Systems Corp,COM,Q8HXZ554L,12014,127605,SH,SOLE,127605
Solstice Lane Investments,2025Q1,Granite Energy Ltd,ADR,HV083GB2L,47274,575040,SH,SOLE,575040
Solstice Lane Investments,2025Q1,Copper Robotics Inc,ADR,ZPO3B7PU8,5155,15703,SH,SOLE,15703
Solstice Lane Investments,2025Q1,Solace Dynamics Group,COM,45G3ZSWHA,7328,400437,SH,SOLE,400437
Solstice Lane Investments,2025Q1,Bright Motors Group,COM,OHU89X4E4,3243,7375,SH,SOLE,7375
Solstice Lane Investments,2025Q1,Cobalt Logistics Inc,COM,MJ2YOZI6S,26171,80860,SH,SOLE,80860
Solstice Lane Investments,2025Q1,Terra Software Co,CL A,6JCMQNL6J,66764,1023360,SH,SOLE,1023360
Solstice Lane Investments,2025Q1,Vantage Semiconductor Ltd,COM,WHXYVZEHZ,193431,1284914,SH,SOLE,1284914
Solstice Lane Investments,2025Q1,Cirrus Analytics PLC,COM,FJ91LAXX5,6882,19488,SH,SOLE,19488
Solstice Lane Investments,2025Q1,Granite Dynamics Group,COM,IWD2R7KJS,21647,50620,SH,SOLE,50620
Solstice Lane Investments,2025Q1,Cedar Capital Corp,ADR,OU9V9SJ3O,2636,9459,SH,SOLE,9459
Solstice Lane Investments,2025Q1,Drift Industries Inc,ADR,TT3IRQQXD,51327,270398,SH,SOLE,270398
Solstice Lane Investments,2025Q1,Drift Materials Corp,ADR,1PCGFA32U,12075,25574,SH,SOLE,25574
Solstice Lane Investments,2025Q1,Aster Networks Corp,COM,8MVDNZ1T4,2467,17760,SH,SOLE,17760
Solstice Lane Investments,2025Q1,Cedar Energy Corp,COM,7UJ27ZYBN,23218,167301,SH,SOLE,167301
Solstice Lane Investments,2025Q1,Marlin Therapeutics Inc,ADR,WFU82W3U5,7997,21185,SH,SOLE,21185
Solstice Lane Investments,2025Q1,Halcyon Semiconductor Inc,COM,01CI5RDHW,9111,396648,SH,SOLE,396648
Solstice Lane Investments,2025Q1,Cirrus Networks Co,COM,JRXX7YK3A,8725,23674,SH,SOLE,23674
Solstice Lane Investments,2025Q1,Cedar Health Ltd,COM,2HQUP8BN3,49066,1445669,SH,SOLE,1445669
Solstice Lane Investments,2025Q1,Zephyr Bioworks Inc,COM,NTCB897L3,6305,98747,SH,SOLE,98747
Solstice Lane Investments,2025Q1,Northwind Materials PLC,COM,ODJCXIA48,63170,689102,SH,SOLE,689102
Solstice Lane Investments,2025Q1,Drift Therapeutics Ltd,COM,MTI160IJI,5216,51475,SH,SOLE,51475
Solstice Lane Investments,2025Q1,Cedar Cloud Co,CL A,0V2RAUWKO,16041,270597,SH,SOLE,270597
Solstice Lane Investments,2025Q1,Basalt Foods Inc,CL A,UEI8D5UO2,46136,99635,SH,SOLE,99635
Solstice Lane Investments,2025Q1,Northwind Robotics Group,COM,NHVTP6UTQ,4371,18228,SH,SOLE,18228
Solstice Lane Investments,2025Q2,Granite Cloud Corp,ADR,25U4255ZM,9953,27071,SH,SOLE,27071
Solstice Lane Investments,2025Q2,Terra Semiconductor Group,ADR,VUWSPLVYC,36255,226991,SH,SOLE,226991
Solstice Lane Investments,2025Q2,Vantage Energy Group,COM,GVLF22FRZ,2075,6557,SH,SOLE,6557
Solstice Lane Investments,2025Q2,Marlin Analytics PLC,ADR,QC18NAON6,34561,91903,SH,SOLE,91903
Solstice Lane Investments,2025Q2,Aster Therapeutics PLC,CL A,2A21IFMGZ,5400,273695,SH,SOLE,273695
Solstice Lane Investments,2025Q2,Basalt Industries Corp,COM,FFTDLVPGN,4531,12546,SH,SOLE,12546
Solstice Lane Investments,2025Q2,Zephyr Analytics Group,COM,YVB45CV9A,29460,297816,SH,SOLE,297816
Solstice Lane Investments,2025Q2,Drift Foods Corp,ADR,8YLXDWE0W,26594,111444,SH,SOLE,111444
Solstice Lane Investments,2025Q2,Bright Health Inc,COM,EURX1AY2D,107847,280348,SH,SOLE,280348
Solstice Lane Investments,2025Q2,Vantage Systems Corp,COM,Q8HXZ554L,12743,135348,SH,SOLE,135348
Solstice Lane Investments,2025Q2,Granite Energy Ltd,ADR,HV083GB2L,47159,573641,SH,SOLE,573641
Solstice Lane Investments,2025Q2,Copper Robotics Inc,ADR,ZPO3B7PU8,5455,16616,SH,SOLE,16616
Solstice Lane Investments,2025Q2,Solace Dynamics Group,COM,45G3ZSWHA,8413,459727,SH,SOLE,459727
Solstice Lane Investments,2025Q2,Bright Motors Group,COM,OHU89X4E4,3259,7411,SH,SOLE,7411
Solstice Lane Investments,2025Q2,Terra Software Co,CL A,6JCMQNL6J,77741,1191616,SH,SOLE,1191616
Solstice Lane Investments,2025Q2,Vantage Semiconductor Ltd,COM,WHXYVZEHZ,428161,2844168,SH,SOLE,2844168
Solstice Lane Investments,2025Q2,Cirrus Analytics PLC,COM,FJ91LAXX5,6935,19638,SH,SOLE,19638
Solstice Lane Investments,2025Q2,Granite Dynamics Group,COM,IWD2R7KJS,10646,24895,SH,SOLE,24895
Solstice Lane Investments,2025Q2,Cedar Capital Corp,ADR,OU9V9SJ3O,626,2246,SH,SOLE,2246
Solstice Lane Investments,2025Q2,Drift Industries Inc,ADR,TT3IRQQXD,24425,128675,SH,SOLE,128675
Solstice Lane Investments,2025Q2,Drift Materials Corp,ADR,1PCGFA32U,10631,22516,SH,SOLE,22516
Solstice Lane Investments,2025Q2,Cedar Energy Corp,COM,7UJ27ZYBN,27206,196037,SH,SOLE,196037
Solstice Lane Investments,2025Q2,Marlin Therapeutics Inc,ADR,WFU82W3U5,7365,19510,SH,SOLE,19510
Solstice Lane Investments,2025Q2,Cedar Health Ltd,COM,2HQUP8BN3,50940,1500884,SH,SOLE,1500884
Solstice Lane Investments,2025Q2,Zephyr Bioworks Inc,COM,NTCB897L3,6793,106390,SH,SOLE,106390
Solstice Lane Investments,2025Q2,Northwind Materials PLC,COM,ODJCXIA48,62287,679470,SH,SOLE,679470
Solstice Lane Investments,2025Q2,Drift Therapeutics Ltd,COM,MTI160IJI,5743,56676,SH,SOLE,56676
Solstice Lane Investments,2025Q2,Cedar Cloud Co,CL A,0V2RAUWKO,9527,160712,SH,SOLE,160712
Solstice Lane Investments,2025Q2,Basalt Foods Inc,CL A,UEI8D5UO2,53888,116376,SH,SOLE,116376
Solstice Lane Investments,2025Q2,Northwind Robotics Group,COM,NHVTP6UTQ,1017,4241,SH,SOLE,4241
Solstice Lane Investments,2025Q2,Cobalt Micro PLC,CL A,DX9J3AVYW,1324,14437,SH,SOLE,14437
Solstice Lane Investments,2025Q2,Bright Software Ltd,COM,4V530ZCP2,6337,31163,SH,SOLE,31163
Solstice Lane Investments,2025Q2,Fable Capital Co,COM,1JGH7P95E,65433,140934,SH,SOLE,140934
Solstice Lane Investments,2025Q3,Granite Cloud Corp,ADR,25U4255ZM,15221,41400,SH,SOLE,41400
Solstice Lane Investments,2025Q3,Terra Semiconductor Group,ADR,VUWSPLVYC,21672,135687,SH,SOLE,135687
Solstice Lane Investments,2025Q3,Vantage Energy Group,COM,GVLF22FRZ,3170,10017,SH,SOLE,10017
Solstice Lane Investments,2025Q3,Marlin Analytics PLC,ADR,QC18NAON6,39077,103912,SH,SOLE,103912
Solstice Lane Investments,2025Q3,Aster Therapeutics PLC,CL A,2A21IFMGZ,2496,126508,SH,SOLE,126508
Solstice Lane Investments,2025Q3,Basalt Industries Corp,COM,FFTDLVPGN,3926,10871,SH,SOLE,10871
Solstice Lane Investments,2025Q3,Zephyr Analytics Group,COM,YVB45CV9A,31414,317570,SH,SOLE,317570
Solstice Lane Investments,2025Q3,Drift Foods Corp,ADR,8YLXDWE0W,23923,100251,SH,SOLE,100251
Solstice Lane Investments,2025Q3,Bright Health Inc,COM,EURX1AY2D,122847,319340,SH,SOLE,319340
Solstice Lane Investments,2025Q3,Vantage Systems Corp,COM,Q8HXZ554L,13200,140202,SH,SOLE,140202
Solstice Lane Investments,2025Q3,Granite Energy Ltd,ADR,HV083GB2L,42386,515582,SH,SOLE,515582
Solstice Lane Investments,2025Q3,Copper Robotics Inc,ADR,ZPO3B7PU8,6072,18496,SH,SOLE,18496
Solstice Lane Investments,2025Q3,Solace Dynamics Group,COM,45G3ZSWHA,7549,412514,SH,SOLE,412514
Solstice Lane Investments,2025Q3,Bright Motors Group,COM,OHU89X4E4,3553,8080,SH,SOLE,8080
Solstice Lane Investments,2025Q3,Vantage Semiconductor Ltd,COM,WHXYVZEHZ,189656,1259838,SH,SOLE,1259838
Solstice Lane Investments,2025Q3,Cirrus Analytics PLC,COM,FJ91LAXX5,7978,22592,SH,SOLE,22592
Solstice Lane Investments,2025Q3,Granite Dynamics Group,COM,IWD2R7KJS,11482,26850,SH,SOLE,26850
Solstice Lane Investments,2025Q3,Drift Industries Inc,ADR,TT3IRQQXD,25601,134870,SH,SOLE,134870
Solstice Lane Investments,2025Q3,Drift Materials Corp,ADR,1PCGFA32U,10084,21358,SH,SOLE,21358
Solstice Lane Investments,2025Q3,Cedar Energy Corp,COM,7UJ27ZYBN,24794,178657,SH,SOLE,178657
Solstice Lane Investments,2025Q3,Marlin Therapeutics Inc,ADR,WFU82W3U5,14229,37694,SH,SOLE,37694
Solstice Lane Investments,2025Q3,Cedar Health Ltd,COM,2HQUP8BN3,48972,1442899,SH,SOLE,1442899
Solstice Lane Investments,2025Q3,Zephyr Bioworks Inc,COM,NTCB897L3,6583,103101,SH,SOLE,103101
Solstice Lane Investments,2025Q3,Northwind Materials PLC,COM,ODJCXIA48,58518,638355,SH,SOLE,638355
Solstice Lane Investments,2025Q3,Drift Therapeutics Ltd,COM,MTI160IJI,3319,32754,SH,SOLE,32754
Solstice Lane Investments,2025Q3,Basalt Foods Inc,CL A,UEI8D5UO2,59117,127669,SH,SOLE,127669
Solstice Lane Investments,2025Q3,Northwind Robotics Group,COM,NHVTP6UTQ,1030,4295,SH,SOLE,4295
Solstice Lane Investments,2025Q3,Cobalt Micro PLC,CL A,DX9J3AVYW,1150,12540,SH,SOLE,12540
Solstice Lane Investments,2025Q3,Bright Software Ltd,COM,4V530ZCP2,5401,26560,SH,SOLE,26560
Solstice Lane Investments,2025Q3,Drift Micro PLC,COM,VNYGDTN30,40121,88563,SH,SOLE,88563
Solstice Lane Investments,2025Q3,Lumen Motors Corp,COM,SX386897R,2012,42136,SH,SOLE,42136
Solstice Lane Investments,2025Q3,Cobalt Bioworks Ltd,COM,RT2NIB7LN,26395,142191,SH,SOLE,142191
Solstice Lane Investments,2025Q3,Fable Motors Group,COM,LADVUD5Y5,21669,403144,SH,SOLE,403144
